Title,URL,Address,Compensation,Employment Type,Description
Software Developer in Test (Python) - W2 Contract,https://sfbay.craigslist.org/sby/sof/d/software-developer-in-test/6636366859.html,sunnyvale,,,
Full Stack Web Developer - 114040546,https://sfbay.craigslist.org/sby/sof/d/full-stack-web-developer/6636354880.html,cupertino,,,
Full-Stack Engineer - 113652117,https://sfbay.craigslist.org/sby/sof/d/full-stack-engineer/6636353539.html,cupertino,,,
Senior Software Developer-iTunes App - 113795310,https://sfbay.craigslist.org/sby/sof/d/senior-software-developer/6636348837.html,cupertino,,,
Architectural Design & Documentation,https://sfbay.craigslist.org/nby/egr/d/architectural-design/6636232351.html,healdsburg / windsor,,,
Project Manager - Construction,https://sfbay.craigslist.org/nby/egr/d/project-manager-construction/6636216957.html,santa rosa,,,
Networking Intern/Engineer,https://sfbay.craigslist.org/eby/sad/d/networking-intern-engineer/6636151834.html,Walnut Creek,,,
Roller Coaster Summer Engineer Intern,https://sfbay.craigslist.org/scz/egr/d/roller-coaster-summer/6635890536.html,soquel,,,
Lead Software Engineer - 113402768,https://sfbay.craigslist.org/sby/sof/d/lead-software-engineer/6618241926.html,cupertino,,,
iOS Display Embedded Software  Engineer - 99527633,https://sfbay.craigslist.org/sby/sof/d/ios-display-embedded-software/6618236152.html,cupertino,,,
CAD Graphics Operator (Entry Level),https://sfbay.craigslist.org/nby/egr/d/cad-graphics-operator-entry/6635501512.html,,,,
Software Engineer - Unity Tools Developer at IGG,https://sfbay.craigslist.org/eby/sof/d/software-engineer-unity-tools/6618092903.html,fremont / union city / newark,,,
Senior Systems Engineer,https://sfbay.craigslist.org/eby/sof/d/senior-systems-engineer/6635446582.html,,,,
Embedded Software Developer II/III,https://sfbay.craigslist.org/eby/egr/d/embedded-software-developer/6635437977.html,fremont / union city / newark,,,
Embedded Software Developer II/III,https://sfbay.craigslist.org/sby/egr/d/embedded-software-developer/6635439361.html,san jose north,,,
Embedded Software Developer II/III,https://sfbay.craigslist.org/eby/egr/d/embedded-software-developer/6635435266.html,dublin / pleasanton / livermore,,,
Structural Engineer Position Available,https://sfbay.craigslist.org/sby/egr/d/structural-engineer-position/6635329243.html,san jose downtown,,,
Lead DevOps Engineer (Growth to Manager),https://sfbay.craigslist.org/sby/sof/d/lead-devops-engineer-growth/6635136266.html,san jose north,,,
Backend Sr. Software Engineer,https://sfbay.craigslist.org/pen/sof/d/backend-sr-software-engineer/6617297427.html,mountain view,,,
Software Engineer,https://sfbay.craigslist.org/pen/hea/d/software-engineer/6617250938.html,south san francisco,,,
Software Engineer,https://sfbay.craigslist.org/pen/sof/d/software-engineer/6617251709.html,south san francisco,,,
Software Engineer - Maps Transit Backend - 113781020,https://sfbay.craigslist.org/sby/sof/d/software-engineer-maps/6617185218.html,cupertino,,,
Autonomous Vehicle Safety Driver | Fastest Growing Rideshare Company,https://sfbay.craigslist.org/pen/sof/d/autonomous-vehicle-safety/6633763449.html,palo alto,,,
Project Architect/Designer,https://sfbay.craigslist.org/nby/egr/d/project-architect-designer/6633700494.html,sonoma,,,
Model Maker,https://sfbay.craigslist.org/sby/egr/d/model-maker/6633592982.html,New Haven,,,
Senior Civil Engineer - Land Development,https://sfbay.craigslist.org/eby/egr/d/senior-civil-engineer-land/6633524620.html,danville / san ramon,,,
Senior Software Engineer,https://sfbay.craigslist.org/pen/sof/d/senior-software-engineer/6616969257.html,palo alto,,,
Quality Assurance (QA) Engineer,https://sfbay.craigslist.org/sby/sof/d/quality-assurance-qa-engineer/6633179460.html,san jose north,,,
Technical Support Engineer,https://sfbay.craigslist.org/sby/tch/d/technical-support-engineer/6633172189.html,san jose north,,,
Support Engineer,https://sfbay.craigslist.org/pen/sof/d/support-engineer/6632943489.html,belmont,,,
"Civil Engineering Technician I, II, III",https://sfbay.craigslist.org/nby/egr/d/civil-engineering-technician/6632851589.html,santa rosa,,,
Architectural Interior Designer,https://sfbay.craigslist.org/eby/egr/d/architectural-interior/6632752651.html,oakland downtown,,,
Now Hiring!!! Field Engineer / Project Engineer,https://sfbay.craigslist.org/eby/egr/d/now-hiring-field-engineer/6632695837.html,fairfield / vacaville,,,
Structural Engineer - All Levels,https://sfbay.craigslist.org/scz/egr/d/structural-engineer-all-levels/6632602883.html,soquel,,,
Junior Architect and Architectural Draftsperson,https://sfbay.craigslist.org/scz/egr/d/junior-architect-and/6632047755.html,soquel,,,
Lead Software Developer Engineer in Test (SDET),https://sfbay.craigslist.org/pen/sof/d/lead-software-developer/6616011466.html,menlo park,,,
Senior Ruby on Rails Software Engineer,https://sfbay.craigslist.org/pen/sof/d/senior-ruby-on-rails-software/6615977755.html,palo alto,,,
Maps Analytics Data Product Software Engineer - 57774927,https://sfbay.craigslist.org/sby/sof/d/maps-analytics-data-product/6615563654.html,cupertino,,,
Embedded Software Developer II/III,https://stockton.craigslist.org/egr/d/embedded-software-developer/6635442596.html,,,,
Senior Architectural Drafter,https://stockton.craigslist.org/egr/d/senior-architectural-drafter/6631459834.html,,,,
Job Captain /Drafter,https://monterey.craigslist.org/egr/d/job-captain-drafter/6639640721.html,,,,
Java Software Engineers - DCIM Systems,https://sacramento.craigslist.org/sof/d/java-software-engineers-dcim/6639135957.html,,,,
Autocad / Revit Drafter,https://sacramento.craigslist.org/egr/d/autocad-revit-drafter/6638703963.html,,,,
Commercial Draftsman needed for Tenant Improvement Projects,https://sacramento.craigslist.org/egr/d/commercial-draftsman-needed/6635112342.html,,,,
Sr. Embedded Electrical Design Engineer,https://sacramento.craigslist.org/egr/d/sr-embedded-electrical-design/6633102861.html,,,,
Structural and Misc. Steel Tekla Detailer,https://sacramento.craigslist.org/egr/d/structural-and-misc-steel/6632898418.html,,,,
Structural Engineer,https://sacramento.craigslist.org/egr/d/structural-engineer/6632543263.html,,,,
Structural Engineer,https://sacramento.craigslist.org/egr/d/structural-engineer/6632543263.html,,,,"
        
Reno Structural Engineering firm is seeking a highly motivated structural engineer with the desire to continue a career in building design. McElhaney Structural Engineers, LLC seeks a civil/structural engineer interested in joining our growing office. We pride ourselves in our work-live balance with a great family culture, making it a priority.

MSE provides services to a number of public agencies, tribal governments, contractors, architects, developers, as well as to individual homeowners. We have a strong repeat client base spread across five states, NV, CA, OR, AZ, and Texas.

We are seeking a Structural Engineer to grow with our team and to help us maintain the highest quality of professional services to our clientele. This Engineering position reports directly to the owner and is primarily responsible for preparing construction documents, specifications, performing engineering calculations, project management, as well as assisting the design staff. At MSE capable engineers will be given every opportunity to not only grow as an engineer but also to develop as a project manager.

The Position

• Full-time with medical insurance plan

• Paid vacation, holiday and sick leave

• A collaborative and stable work environment

• Merit-based opportunities for advancement

• Structural Engineering design for various project types such as schools, commercial development, development on tribal lands, residential, industrial, seismic evaluations and mixed use

• Preparing and checking structural calculations and details of structural elements

• Opportunities to contribute to business growth and diversification

Ideal Candidates

• BS in civil engineering with a structural emphasis or MS in structural engineering

• 1+ years of related post-graduate structural design office experience a plus

• Working towards professional licensure or has PE license

• Competency with all basic MSOffice software

• Proficient in usage of engineering software such as Mathcad and RISA

• Experience using Revit Structure is a plus

• Design experience in municipal, commercial, and residential projects a plus

• Must have the ability to solve design problems using engineering calculations and general design standards

• The successful candidate would have experience with design and analysis of structural elements of concrete, steel, masonry and wood

• Excellent interpersonal and organizational skills

• Ability to coordinate multiple projects of various sizes

• Strong verbal and written communication skills

• Willingness to collaborate in a team environment

• A proactive approach to timely problem solving

• Ability to perform basic design and drafting functions with minimal supervision

Interested candidates should send the following:

• A cover letter stating relevant experience and skills plus salary history

• A resume or CV that clearly documents the required qualifications

• Work samples in PDF format

We are a small firm with a diverse portfolio offering competitive salaries, medical insurance, paid-time-off and an atmosphere in which talented and motivated professionals will thrive. Salary is based on experience and ability.    "
